model,k,trial_id,speaker,fold,condition,identity,target_rank,minimum_confidence,mean_confidence,log_confidence_variance,source_path,confidence_source
timbrewm,8,206,english:1455,1,targeted,319,5,0.5611836314,0.6123904109,-5.9337045221,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1455/english_1455_03.wav,native decoder bit marginal
timbrewm,8,206,english:1455,1,targeted,893,7,0.5424593091,0.6289239168,-5.3875856104,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1455/english_1455_03.wav,native decoder bit marginal
timbrewm,8,206,english:1455,1,targeted,372,8,0.5135986507,0.6131913006,-5.7475082742,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1455/english_1455_03.wav,native decoder bit marginal
timbrewm,8,206,english:1455,1,targeted,831,9,0.5388648510,0.6086876482,-5.9238627434,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1455/english_1455_03.wav,native decoder bit marginal
timbrewm,8,206,english:1455,1,targeted,340,10,0.5544691682,0.6138020784,-5.9304068965,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1455/english_1455_03.wav,native decoder bit marginal
timbrewm,8,207,english:150,5,average,746,,0.5022252798,0.5896067381,-5.5783235053,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_01.wav,native decoder bit marginal
timbrewm,8,207,english:150,5,single,982,,0.6590549946,0.7113470346,-7.2255723144,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_01.wav,native decoder bit marginal
timbrewm,8,207,english:150,5,targeted,747,1,0.5746898055,0.6457111508,-5.7991979888,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_01.wav,native decoder bit marginal
timbrewm,8,207,english:150,5,targeted,235,2,0.5574870706,0.6527840495,-5.3624403474,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_01.wav,native decoder bit marginal
timbrewm,8,207,english:150,5,targeted,761,3,0.5579414368,0.6298737705,-6.0008000123,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_01.wav,native decoder bit marginal
timbrewm,8,207,english:150,5,targeted,238,4,0.5199592710,0.6279083610,-5.7395831413,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_01.wav,native decoder bit marginal
timbrewm,8,207,english:150,5,targeted,746,7,0.5092960596,0.6253554672,-5.4118935082,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_01.wav,native decoder bit marginal
timbrewm,8,207,english:150,5,targeted,1002,9,0.5585197806,0.6166396976,-5.9358511611,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_01.wav,native decoder bit marginal
timbrewm,8,207,english:150,5,targeted,751,10,0.5195437670,0.6123577625,-5.5890331220,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_01.wav,native decoder bit marginal
timbrewm,8,208,english:150,5,average,243,,0.5042454004,0.5689232945,-5.7425865144,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_02.wav,native decoder bit marginal
timbrewm,8,208,english:150,5,single,342,,0.6672683358,0.7068488061,-7.3141321753,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_02.wav,native decoder bit marginal
timbrewm,8,208,english:150,5,targeted,55,1,0.5525421798,0.6361962438,-5.7751402511,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_02.wav,native decoder bit marginal
timbrewm,8,208,english:150,5,targeted,247,2,0.5480743647,0.6229286402,-6.3812354527,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_02.wav,native decoder bit marginal
timbrewm,8,208,english:150,5,targeted,119,3,0.5544054508,0.6132705420,-5.7830585809,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_02.wav,native decoder bit marginal
timbrewm,8,208,english:150,5,targeted,179,4,0.5557107627,0.6149338663,-6.7381882075,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_02.wav,native decoder bit marginal
timbrewm,8,208,english:150,5,targeted,86,5,0.5486857295,0.6061644405,-5.9986040021,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_02.wav,native decoder bit marginal
timbrewm,8,208,english:150,5,targeted,115,6,0.5563694239,0.6037447423,-6.5471220215,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_02.wav,native decoder bit marginal
timbrewm,8,208,english:150,5,targeted,181,7,0.5366204679,0.6148344874,-6.8152161004,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_02.wav,native decoder bit marginal
timbrewm,8,208,english:150,5,targeted,18,8,0.5508328676,0.6095211834,-5.8297211740,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_02.wav,native decoder bit marginal
timbrewm,8,208,english:150,5,targeted,49,9,0.5270937383,0.6031589389,-6.3575196758,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_02.wav,native decoder bit marginal
timbrewm,8,208,english:150,5,targeted,243,10,0.5401747823,0.5965806335,-6.8849770978,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_02.wav,native decoder bit marginal
timbrewm,8,209,english:150,5,average,240,,0.5058169067,0.6122855246,-5.4999414271,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_03.wav,native decoder bit marginal
timbrewm,8,209,english:150,5,single,164,,0.6560859680,0.7185744435,-7.2550578531,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_03.wav,native decoder bit marginal
timbrewm,8,209,english:150,5,targeted,117,1,0.5403165817,0.6557622194,-5.5890255606,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_03.wav,native decoder bit marginal
timbrewm,8,209,english:150,5,targeted,245,2,0.5829512477,0.6605115920,-6.2234447844,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_03.wav,native decoder bit marginal
timbrewm,8,209,english:150,5,targeted,244,3,0.5716687143,0.6471981436,-5.9124389031,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_03.wav,native decoder bit marginal
timbrewm,8,209,english:150,5,targeted,240,4,0.5443140268,0.6343597442,-5.7547858375,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_03.wav,native decoder bit marginal
timbrewm,8,209,english:150,5,targeted,180,5,0.5334756970,0.6224082708,-5.7066331814,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_03.wav,native decoder bit marginal
timbrewm,8,209,english:150,5,targeted,209,6,0.5176219046,0.6325376540,-5.5743639128,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_03.wav,native decoder bit marginal
timbrewm,8,209,english:150,5,targeted,176,7,0.5467177629,0.6175041288,-5.6589121626,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_03.wav,native decoder bit marginal
timbrewm,8,209,english:150,5,targeted,177,9,0.5077023506,0.6136543185,-5.4527704784,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_03.wav,native decoder bit marginal
timbrewm,8,209,english:150,5,targeted,161,10,0.5400829017,0.6096343458,-5.3052787645,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/150/english_150_03.wav,native decoder bit marginal
timbrewm,8,210,english:1502,5,average,509,,0.5026594400,0.5518612206,-6.6734487002,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_01.wav,native decoder bit marginal
timbrewm,8,210,english:1502,5,single,190,,0.6893848181,0.7247644395,-7.8206590112,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_01.wav,native decoder bit marginal
timbrewm,8,210,english:1502,5,targeted,446,1,0.5676277876,0.6245330483,-7.1128662301,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_01.wav,native decoder bit marginal
timbrewm,8,210,english:1502,5,targeted,182,2,0.5089171827,0.6179230720,-5.4704436030,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_01.wav,native decoder bit marginal
timbrewm,8,210,english:1502,5,targeted,150,3,0.5429894328,0.6110663384,-5.5785078711,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_01.wav,native decoder bit marginal
timbrewm,8,210,english:1502,5,targeted,622,4,0.5537318587,0.6124159545,-6.1359804982,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_01.wav,native decoder bit marginal
timbrewm,8,210,english:1502,5,targeted,444,5,0.5451313257,0.6264366359,-6.4876354567,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_01.wav,native decoder bit marginal
timbrewm,8,210,english:1502,5,targeted,414,6,0.5482035875,0.6161848515,-6.0922473981,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_01.wav,native decoder bit marginal
timbrewm,8,210,english:1502,5,targeted,878,7,0.5478576422,0.6059648573,-6.4086112275,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_01.wav,native decoder bit marginal
timbrewm,8,210,english:1502,5,targeted,46,8,0.5464630723,0.6111954659,-6.0126155410,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_01.wav,native decoder bit marginal
timbrewm,8,210,english:1502,5,targeted,879,10,0.5409480333,0.6086101055,-5.7781942477,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_01.wav,native decoder bit marginal
timbrewm,8,211,english:1502,5,average,967,,0.5024716258,0.5802557021,-5.7278243052,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_02.wav,native decoder bit marginal
timbrewm,8,211,english:1502,5,single,921,,0.6997798085,0.7308568031,-7.8664632931,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_02.wav,native decoder bit marginal
timbrewm,8,211,english:1502,5,targeted,335,1,0.5768115222,0.6285048991,-6.1662510446,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_02.wav,native decoder bit marginal
timbrewm,8,211,english:1502,5,targeted,71,2,0.5167055130,0.6045708328,-5.7440544114,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_02.wav,native decoder bit marginal
timbrewm,8,211,english:1502,5,targeted,7,3,0.5336360335,0.6006674170,-5.8151081373,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_02.wav,native decoder bit marginal
timbrewm,8,211,english:1502,5,targeted,905,4,0.5739615858,0.6339629978,-6.7705846002,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_02.wav,native decoder bit marginal
timbrewm,8,211,english:1502,5,targeted,847,5,0.5308327079,0.6207661420,-5.4399992686,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_02.wav,native decoder bit marginal
timbrewm,8,211,english:1502,5,targeted,259,6,0.5083663166,0.6085108608,-5.3548904716,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_02.wav,native decoder bit marginal
timbrewm,8,211,english:1502,5,targeted,263,7,0.5122362375,0.6098587304,-5.4618758068,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_02.wav,native decoder bit marginal
timbrewm,8,211,english:1502,5,targeted,267,8,0.5088461041,0.6176594436,-5.4483730951,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_02.wav,native decoder bit marginal
timbrewm,8,211,english:1502,5,targeted,326,9,0.5076152086,0.6057140946,-5.3882290593,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_02.wav,native decoder bit marginal
timbrewm,8,211,english:1502,5,targeted,845,10,0.5285840631,0.6114190996,-6.2914999973,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_02.wav,native decoder bit marginal
timbrewm,8,212,english:1502,5,average,976,,0.5063529313,0.5807424724,-6.0242533260,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_03.wav,native decoder bit marginal
timbrewm,8,212,english:1502,5,single,924,,0.7024385333,0.7309589982,-7.6619865135,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_03.wav,native decoder bit marginal
timbrewm,8,212,english:1502,5,targeted,988,1,0.5374407768,0.6308163285,-6.0777680377,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_03.wav,native decoder bit marginal
timbrewm,8,212,english:1502,5,targeted,798,3,0.5134496987,0.6170128196,-5.1976075688,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_03.wav,native decoder bit marginal
timbrewm,8,212,english:1502,5,targeted,854,4,0.5478621721,0.5979162216,-5.8688592315,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_03.wav,native decoder bit marginal
timbrewm,8,212,english:1502,5,targeted,1014,5,0.5533627868,0.6009191364,-6.8436239175,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_03.wav,native decoder bit marginal
timbrewm,8,212,english:1502,5,targeted,846,6,0.5344396234,0.6120083809,-5.9514526407,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_03.wav,native decoder bit marginal
timbrewm,8,212,english:1502,5,targeted,989,7,0.5440739393,0.6241216362,-5.7511441813,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_03.wav,native decoder bit marginal
timbrewm,8,212,english:1502,5,targeted,918,8,0.5243241191,0.6109403700,-5.7374296362,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_03.wav,native decoder bit marginal
timbrewm,8,212,english:1502,5,targeted,886,10,0.5127532780,0.5947354674,-5.9683910227,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1502/english_1502_03.wav,native decoder bit marginal
timbrewm,8,213,english:1553,3,average,136,,0.5027889907,0.5608676404,-5.9980097800,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_01.wav,native decoder bit marginal
timbrewm,8,213,english:1553,3,single,659,,0.6771395802,0.7124837130,-8.1083554778,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_01.wav,native decoder bit marginal
timbrewm,8,213,english:1553,3,targeted,641,1,0.5828411281,0.6293812275,-7.2398448582,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_01.wav,native decoder bit marginal
timbrewm,8,213,english:1553,3,targeted,422,2,0.5214863718,0.6218149394,-5.4736935524,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_01.wav,native decoder bit marginal
timbrewm,8,213,english:1553,3,targeted,673,3,0.5626011491,0.6306023717,-6.3489770372,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_01.wav,native decoder bit marginal
timbrewm,8,213,english:1553,3,targeted,544,4,0.5366035700,0.6224177897,-5.6848979179,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_01.wav,native decoder bit marginal
timbrewm,8,213,english:1553,3,targeted,643,5,0.5016507506,0.6056652278,-5.7714133491,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_01.wav,native decoder bit marginal
timbrewm,8,213,english:1553,3,targeted,128,6,0.5565063357,0.6125920147,-6.6614981987,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_01.wav,native decoder bit marginal
timbrewm,8,213,english:1553,3,targeted,294,7,0.5066137612,0.6120089859,-5.0821065169,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_01.wav,native decoder bit marginal
timbrewm,8,213,english:1553,3,targeted,390,8,0.5010640025,0.6085559130,-5.2071323460,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_01.wav,native decoder bit marginal
timbrewm,8,213,english:1553,3,targeted,290,9,0.5260923505,0.6086289316,-5.9046736700,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_01.wav,native decoder bit marginal
timbrewm,8,213,english:1553,3,targeted,384,10,0.5560951829,0.6143079668,-6.5375491503,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_01.wav,native decoder bit marginal
timbrewm,8,214,english:1553,3,average,321,,0.5071626604,0.5700820595,-5.7332940918,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_02.wav,native decoder bit marginal
timbrewm,8,214,english:1553,3,single,380,,0.6855312288,0.7204517633,-7.6229302037,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_02.wav,native decoder bit marginal
timbrewm,8,214,english:1553,3,targeted,326,1,0.5269550085,0.6364652306,-5.6271469347,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_02.wav,native decoder bit marginal
timbrewm,8,214,english:1553,3,targeted,322,2,0.5725961626,0.6377624989,-6.3509007685,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_02.wav,native decoder bit marginal
timbrewm,8,214,english:1553,3,targeted,324,4,0.5835584402,0.6426658303,-6.3062999458,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_02.wav,native decoder bit marginal
timbrewm,8,214,english:1553,3,targeted,348,5,0.5715767741,0.6353710353,-6.0355752188,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_02.wav,native decoder bit marginal
timbrewm,8,214,english:1553,3,targeted,358,7,0.5179269910,0.6120534778,-5.5493301519,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_02.wav,native decoder bit marginal
timbrewm,8,214,english:1553,3,targeted,256,8,0.5406304598,0.6317280769,-5.6490810211,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_02.wav,native decoder bit marginal
timbrewm,8,214,english:1553,3,targeted,316,9,0.5129705966,0.6158174187,-5.2864853243,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_02.wav,native decoder bit marginal
timbrewm,8,214,english:1553,3,targeted,486,10,0.5132015347,0.6224515557,-5.2715612169,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_02.wav,native decoder bit marginal
timbrewm,8,215,english:1553,3,average,57,,0.5071543753,0.5890916973,-5.7711414074,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_03.wav,native decoder bit marginal
timbrewm,8,215,english:1553,3,single,384,,0.6919489503,0.7306454360,-7.6923389773,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_03.wav,native decoder bit marginal
timbrewm,8,215,english:1553,3,targeted,160,1,0.5722274780,0.6591799796,-5.8094523268,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_03.wav,native decoder bit marginal
timbrewm,8,215,english:1553,3,targeted,32,2,0.5048814118,0.6316429138,-5.3781020131,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_03.wav,native decoder bit marginal
timbrewm,8,215,english:1553,3,targeted,33,3,0.5230809152,0.6100477219,-6.3307139470,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_03.wav,native decoder bit marginal
timbrewm,8,215,english:1553,3,targeted,161,4,0.5376536250,0.6338235050,-5.8794770494,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_03.wav,native decoder bit marginal
timbrewm,8,215,english:1553,3,targeted,165,5,0.5207287669,0.6300234705,-5.9540553469,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_03.wav,native decoder bit marginal
timbrewm,8,215,english:1553,3,targeted,544,6,0.5009950399,0.6105981112,-5.2989371056,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_03.wav,native decoder bit marginal
timbrewm,8,215,english:1553,3,targeted,60,7,0.5336262584,0.6115130246,-5.7049173269,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_03.wav,native decoder bit marginal
timbrewm,8,215,english:1553,3,targeted,129,8,0.5160810351,0.6171272159,-5.8053008906,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1553/english_1553_03.wav,native decoder bit marginal
timbrewm,8,216,english:1578,1,average,203,,0.5013235211,0.5728935808,-5.6992355419,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_01.wav,native decoder bit marginal
timbrewm,8,216,english:1578,1,single,838,,0.6904138923,0.7134748966,-8.2313450083,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_01.wav,native decoder bit marginal
timbrewm,8,216,english:1578,1,targeted,971,1,0.5571804047,0.6450985432,-5.6595021670,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_01.wav,native decoder bit marginal
timbrewm,8,216,english:1578,1,targeted,495,2,0.5456241965,0.6295425981,-5.6620530621,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_01.wav,native decoder bit marginal
timbrewm,8,216,english:1578,1,targeted,707,3,0.5081820786,0.6232690752,-5.6901050258,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_01.wav,native decoder bit marginal
timbrewm,8,216,english:1578,1,targeted,203,4,0.5753000081,0.6248882324,-6.2248229048,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_01.wav,native decoder bit marginal
timbrewm,8,216,english:1578,1,targeted,967,5,0.5331179500,0.6139734238,-5.6407035744,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_01.wav,native decoder bit marginal
timbrewm,8,216,english:1578,1,targeted,975,6,0.5354354978,0.6145138264,-5.4913515656,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_01.wav,native decoder bit marginal
timbrewm,8,216,english:1578,1,targeted,847,7,0.5285785198,0.6130731106,-5.3589301291,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_01.wav,native decoder bit marginal
timbrewm,8,216,english:1578,1,targeted,587,8,0.5096700490,0.6173768640,-5.3384952417,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_01.wav,native decoder bit marginal
timbrewm,8,216,english:1578,1,targeted,459,9,0.5610348582,0.6196512401,-5.9876789149,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_01.wav,native decoder bit marginal
timbrewm,8,216,english:1578,1,targeted,335,10,0.5255724490,0.6135813177,-5.7238590982,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_01.wav,native decoder bit marginal
timbrewm,8,217,english:1578,1,average,712,,0.5066122413,0.5893642724,-6.3560115584,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_02.wav,native decoder bit marginal
timbrewm,8,217,english:1578,1,single,710,,0.6903564930,0.7154488772,-8.5758898520,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_02.wav,native decoder bit marginal
timbrewm,8,217,english:1578,1,targeted,706,1,0.5438521206,0.6256641269,-5.9951209301,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_02.wav,native decoder bit marginal
timbrewm,8,217,english:1578,1,targeted,711,2,0.5602477193,0.6299890727,-6.1218880880,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_02.wav,native decoder bit marginal
timbrewm,8,217,english:1578,1,targeted,753,3,0.5648623705,0.6266980708,-6.4639112210,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_02.wav,native decoder bit marginal
timbrewm,8,217,english:1578,1,targeted,721,4,0.5712768435,0.6242252707,-7.1757088437,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_02.wav,native decoder bit marginal
timbrewm,8,217,english:1578,1,targeted,966,5,0.5230030417,0.6148051739,-5.9803427874,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_02.wav,native decoder bit marginal
timbrewm,8,217,english:1578,1,targeted,707,6,0.5467705727,0.6185866207,-6.0181813435,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_02.wav,native decoder bit marginal
timbrewm,8,217,english:1578,1,targeted,646,7,0.5271505713,0.6141755193,-5.7185489988,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_02.wav,native decoder bit marginal
timbrewm,8,217,english:1578,1,targeted,742,8,0.5236516595,0.6168375224,-5.2867405399,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_02.wav,native decoder bit marginal
timbrewm,8,217,english:1578,1,targeted,650,9,0.5417723954,0.6138851941,-6.3496645569,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_02.wav,native decoder bit marginal
timbrewm,8,217,english:1578,1,targeted,689,10,0.5221076012,0.6089287251,-5.6734061570,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_02.wav,native decoder bit marginal
timbrewm,8,218,english:1578,1,average,476,,0.5006338060,0.5786182374,-5.6113019244,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_03.wav,native decoder bit marginal
timbrewm,8,218,english:1578,1,single,755,,0.7051189542,0.7201710820,-9.2882264890,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_03.wav,native decoder bit marginal
timbrewm,8,218,english:1578,1,targeted,477,1,0.6003220081,0.6628966004,-6.5137530952,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_03.wav,native decoder bit marginal
timbrewm,8,218,english:1578,1,targeted,23,2,0.5868977904,0.6278132826,-6.6460341422,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_03.wav,native decoder bit marginal
timbrewm,8,218,english:1578,1,targeted,213,3,0.5448395014,0.6410208255,-5.9085943345,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1578/english_1578_03.wav,native decoder bit marginal
